,Salm,Allikas
103,"          Then round the circle went their flight,
          They danced to left, they danced to right:
          Their kirtles all were playing.
          They first grew red, and then grew warm,
          And rested, panting, arm in arm,--
            Hurrah! hurrah!
            Hurrah--tarara-la!
          And hips and elbows straying.",Faust
104,"          Now, don't be so familiar here!
          How many a one has fooled his dear,
          Waylaying and betraying!",Faust
105,"          And yet, he coaxed her soon aside,
          And round the linden sounded wide.
            Hurrah! hurrah!
            Hurrah--tarara-la!
          And the fiddle-bow was playing.",Faust
106,"Sir Doctor, it is good of you,
That thus you condescend, to-day,
Among this crowd of merry folk,
A highly-learned man, to stray.
Then also take the finest can,
We fill with fresh wine, for your sake:
I offer it, and humbly wish
That not alone your thirst is slake,--
That, as the drops below its brink,
So many days of life you drink!",Faust
107,"In truth, 'tis well and fitly timed,
That now our day of joy you share,
Who heretofore, in evil days,
Gave us so much of helping care.
Still many a man stands living here,
Saved by your father's skillful hand,
That snatched him from the fever's rage
And stayed the plague in all the land.
Then also you, though but a youth,
Went into every house of pain:
Many the corpses carried forth,
But you in health came out again.",Faust
108,"With what a feeling, thou great man, must thou
Receive the people's honest veneration!
How lucky he, whose gifts his station
With such advantages endow!
Thou'rt shown to all the younger generation:
Each asks, and presses near to gaze;
The fiddle stops, the dance delays.
Thou goest, they stand in rows to see,
And all the caps are lifted high;
A little more, and they would bend the knee
As if the Holy Host came by.",Faust
109,"Why, therefore, yield to such depression?
A good man does his honest share
In exercising, with the strictest care,
The art bequeathed to his possession!
Dost thou thy father honor, as a youth?
Then may his teaching cheerfully impel thee:
Dost thou, as man, increase the stores of truth?
Then may thine own son afterwards excel thee.",Faust
110,"I've had, myself, at times, some odd caprices,
But never yet such impulse felt, as this is.
One soon fatigues, on woods and fields to look,
Nor would I beg the bird his wing to spare us:
How otherwise the mental raptures bear us
From page to page, from book to book!
Then winter nights take loveliness untold,
As warmer life in every limb had crowned you;
And when your hands unroll some parchment rare and old,
All Heaven descends, and opens bright around you!",Faust
111,"One impulse art thou conscious of, at best;
O, never seek to know the other!
Two souls, alas! reside within my breast,
And each withdraws from, and repels, its brother.
One with tenacious organs holds in love
And clinging lust the world in its embraces;
The other strongly sweeps, this dust above,
Into the high ancestral spaces.
If there be airy spirits near,
'Twixt Heaven and Earth on potent errands fleeing,
Let them drop down the golden atmosphere,
And bear me forth to new and varied being!
Yea, if a magic mantle once were mine,
To waft me o'er the world at pleasure,
I would not for the costliest stores of treasure--
Not for a monarch's robe--the gift resign.",Faust
112,"Invoke not thus the well-known throng,
Which through the firmament diffused is faring,
And danger thousand-fold, our race to wrong.
In every quarter is preparing.
Swift from the North the spirit-fangs so sharp
Sweep down, and with their barbéd points assail you;
Then from the East they come, to dry and warp
Your lungs, till breath and being fail you:
If from the Desert sendeth them the South,
With fire on fire your throbbing forehead crowning,
The West leads on a host, to cure the drouth
Only when meadow, field, and you are drowning.
They gladly hearken, prompt for injury,--
Gladly obey, because they gladly cheat us;
From Heaven they represent themselves to be,
And lisp like angels, when with lies they meet us.
But, let us go! 'Tis gray and dusky all:
The air is cold, the vapors fall.
At night, one learns his house to prize:--
Why stand you thus, with such astonished eyes?
What, in the twilight, can your mind so trouble?",Faust
113,"Seest thou the spiral circles, narrowing faster,
Which he, approaching, round us seems to wind?
A streaming trail of fire, if I see rightly,
Follows his path of mystery.",Faust
114,"I see him timidly, in doubt, around us running,
Since, in his master's stead, two strangers doth he find.",Faust
115,"A dog thou seest, and not a phantom, here!
Behold him stop--upon his belly crawl--His
tail set wagging: canine habits, all!",Faust
116,"'Tis the absurdest, drollest beast.
Stand still, and you will see him wait;
Address him, and he gambols straight;
If something's lost, he'll quickly bring it,--
Your cane, if in the stream you fling it.",Faust
117,"The dog, when he's well educated,
Is by the wisest tolerated.
Yes, he deserves your favor thoroughly,--
The clever scholar of the students, he!",Faust
118,"     Behind me, field and meadow sleeping,
     I leave in deep, prophetic night,
     Within whose dread and holy keeping
     The better soul awakes to light.
     The wild desires no longer win us,
     The deeds of passion cease to chain;
     The love of Man revives within us,
     The love of God revives again.",Faust
119,"Be still, thou poodle; make not such racket and riot!
Why at the threshold wilt snuffing be?
Behind the stove repose thee in quiet!
My softest cushion I give to thee.
As thou, up yonder, with running and leaping
Amused us hast, on the mountain's crest,",Faust
120,"     Ah, when, within our narrow chamber
     The lamp with friendly lustre glows,
     Flames in the breast each faded ember,
     And in the heart, itself that knows.
     Then Hope again lends sweet assistance,
     And Reason then resumes her speech:
     One yearns, the rivers of existence,
     The very founts of Life, to reach.",Faust
121,"Snarl not, poodle! To the sound that rises,
The sacred tones that my soul embrace,
This bestial noise is out of place.
We are used to see, that Man despises
What he never comprehends,
And the Good and the Beautiful vilipends,
Finding them often hard to measure:
Will the dog, like man, snarl _his_ displeasure?",Faust
122,"But ah! I feel, though will thereto be stronger,
Contentment flows from out my breast no longer.
Why must the stream so soon run dry and fail us,
And burning thirst again assail us?
Therein I've borne so much probation!
And yet, this want may be supplied us;
We call the Supernatural to guide us;
We pine and thirst for Revelation,
Which nowhere worthier is, more nobly sent,
Than here, in our New Testament.
I feel impelled, its meaning to determine,--
With honest purpose, once for all,
The hallowed Original
To change to my beloved German.",Faust
123,"(_He opens a volume, and commences_.)
'Tis written: ""In the Beginning was the _Word_.""
Here am I balked: who, now can help afford?
The _Word?_--impossible so high to rate it;
And otherwise must I translate it.
If by the Spirit I am truly taught.
Then thus: ""In the Beginning was the _Thought_""
This first line let me weigh completely,
Lest my impatient pen proceed too fleetly.
Is it the _Thought_ which works, creates, indeed?
""In the Beginning was the _Power,""_ I read.
Yet, as I write, a warning is suggested,
That I the sense may not have fairly tested.
The Spirit aids me: now I see the light!
""In the Beginning was the _Act_,"" I write.",Faust
124,"If I must share my chamber with thee,
Poodle, stop that howling, prithee!
Cease to bark and bellow!
Such a noisy, disturbing fellow
I'll no longer suffer near me.
One of us, dost hear me!
Must leave, I fear me.
No longer guest-right I bestow;
The door is open, art free to go.
But what do I see in the creature?
Is that in the course of nature?
Is't actual fact? or Fancy's shows?
How long and broad my poodle grows!
He rises mightily:
A canine form that cannot be!
What a spectre I've harbored thus!
He resembles a hippopotamus,
With fiery eyes, teeth terrible to see:
O, now am I sure of thee!
For all of thy half-hellish brood
The Key of Solomon is good.",Faust
125,"     Some one, within, is caught!
     Stay without, follow him not!
     Like the fox in a snare,
     Quakes the old hell-lynx there.
     Take heed--look about!
     Back and forth hover,
     Under and over,
     And he'll work himself out.
     If your aid avail him,
     Let it not fail him;
     For he, without measure,
     Has wrought for our pleasure.",Faust
126,"First, to encounter the beast,
The Words of the Four be addressed:
    Salamander, shine glorious!
    Wave, Undine, as bidden!
    Sylph, be thou hidden!
    Gnome, be laborious!",Faust
